Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE
4bb05c35-9623-695b-c90a-abadf355675b,1971-11-15,,999-11-2778,S99972715,X15317594X,Mrs.,Shelli447,Kilback373,,Lemke654,M,white,nonhispanic,F,Shrewsbury  Massachusetts  US,238 Cassin Gardens Apt 59,Raynham,Massachusetts,Bristol County,,41.966450432208624,-71.0270907020131,1130139.08,0.0
e5dc32b9-f542-dbf6-595b-2b2c9f8bc459,1985-08-03,,999-43-3861,S99977356,X10749389X,Mr.,Jules135,Vandervort697,,,M,white,nonhispanic,M,Housatonic  Massachusetts  US,1022 Roob Manor,Everett,Massachusetts,Middlesex County,02149,42.378923271070946,-71.0849148297287,852664.1200000001,0.0
f05a41e4-84c6-6c60-58bb-6f37953980ae,1977-06-02,,999-81-4307,S99979792,X41717984X,Mr.,Travis723,Gleichner915,,,M,asian,nonhispanic,M,Methuen  Massachusetts  US,1022 Kris Rue,Nahant,Massachusetts,Essex County,,42.379914190843664,-70.9159050158797,1047201.2600000001,201.0599999999999
72df624e-f7fb-798b-1163-285796d653d6,1977-03-11,,999-25-1158,S99995621,X37173692X,Mr.,Yong583,Howe413,,,M,white,nonhispanic,M,Weymouth  Massachusetts  US,507 Collins Pathway,Newton,Massachusetts,Middlesex County,02465,42.329548641710744,-71.19646160449211,1044167.42,0.0
3af8eac7-bc88-754f-2699-ba54b9638177,1995-01-22,,999-28-8293,S99963256,X56302305X,Ms.,Aimee901,Halvorson124,,,,white,nonhispanic,F,Brookline  Massachusetts  US,741 Langosh Branch,Worcester,Massachusetts,Worcester County,01583,42.31218812442425,-71.84065770589348,638541.3200000001,0.0
6bba8cb8-76bb-4432-9c98-4030827d6a24,1955-06-08,,999-70-4530,S99947079,X70935464X,Mr.,Danial835,Pacocha935,,,M,white,nonhispanic,M,Ashland  Massachusetts  US,887 Donnelly Way Apt 90,Somerville,Massachusetts,Middlesex County,02140,42.35261169333382,-71.11474433835521,1566953.2399999993,410.20000000000005
70204594-b86b-8f48-a7e1-86e7e72b959b,1941-05-22,,999-79-9503,S99913135,X82654107X,Mrs.,Shemeka786,Medhurst46,,Mante251,M,white,nonhispanic,F,Plymouth  Massachusetts  US,639 Connelly Esplanade Unit 28,Weymouth,Massachusetts,Norfolk County,02189,42.19602816751463,-70.91294847076942,1819773.2639999993,4110.496
fe42359a-83f6-f562-1a0a-1462d35d6faf,1928-08-13,,999-20-5314,S99968346,X60119016X,Mrs.,Cathleen724,Bechtelar572,,Boyle917,M,white,nonhispanic,F,West Springfield  Massachusetts  US,871 Smith Club Unit 25,Medway,Massachusetts,Norfolk County,,42.1550765989539,-71.4223476460614,2186154.047999999,34013.662
ad39fd3c-90b6-b872-cd8e-21062f39e588,2004-10-11,,999-60-8522,S99946057,,,Warren653,Goyette777,,,,white,nonhispanic,M,Revere  Massachusetts  US,513 Baumbach Wall,New Bedford,Massachusetts,Bristol County,,41.61639769583187,-70.8886313088482,411752.4,0.0
ab38b7c9-1d8f-efa4-bc86-bbac7374e633,1966-12-15,,999-90-6195,S99968058,X89052942X,Mr.,Jesus702,Rutherford999,,,M,white,nonhispanic,M,Brewster  Massachusetts  US,227 Stehr Village,South Hadley,Massachusetts,Hampshire County,,42.25729778603678,-72.57164162406202,1313727.9999999995,0.0
da87ad43-7727-b0fb-b472-e9961f6f44c6,2003-07-16,,999-75-4554,S99957443,,,Rosario163,Quintana711,,,,black,hispanic,F,San Juan  Puerto Rico  PR,120 Robel Lock,Boston,Massachusetts,Suffolk County,02111,42.29210825604458,-71.01558771781835,174222.08,0.0
f35403f5-45c4-c405-7623-85bec6e12422,2009-05-02,,999-12-7462,,,,Rowena386,Hickle134,,,,white,nonhispanic,F,South Hadley  Massachusetts  US,236 Torphy Hollow Unit 23,Littleton Common,Massachusetts,Middlesex County,,42.51912399462992,-71.44448427377765,295298.5,56.21999999999992
f85b9aed-1218-6eff-5903-2e227482fb14,2003-01-24,,999-54-2366,S99912735,,Mr.,Elijah719,Sauer652,,,,white,nonhispanic,M,Amherst Center  Massachusetts  US,304 McLaughlin Parade,Brookline,Massachusetts,Norfolk County,,42.342465869119785,-71.13686053037941,434991.76,0.0
b9039543-654a-2cec-c491-f4f767209380,1965-09-04,,999-57-9524,S99930115,X52426867X,Mrs.,Yuk263,Gerlach374,,Steuber698,M,white,nonhispanic,F,Ayer  Massachusetts  US,1068 Mante Neck Apt 24,Stockbridge,Massachusetts,Berkshire County,,42.34948354686645,-73.33780185462142,1307397.6799999997,0.0
4f2a5652-1fd5-4c0e-c088-fe10413e25b6,1996-07-02,,999-90-2629,S99996457,X25802553X,Ms.,Katrina8,Heller342,,,,white,nonhispanic,F,Norwell  Massachusetts  US,622 Wolf Gardens Suite 55,Arlington,Massachusetts,Middlesex County,,42.44965275346103,-71.21090977974339,601071.64,0.0
2f15b862-c440-90f6-4d3f-a616b2ee5b42,1966-07-23,,999-28-6205,S99941352,X89593376X,Mr.,Lindsey52,Barton704,,,M,white,nonhispanic,M,East Falmouth  Massachusetts  US,271 Schumm Park,Billerica,Massachusetts,Middlesex County,,42.5411584865265,-71.23493158345542,1369993.4699999995,0.0
2a397dd2-4e9e-02ab-c84c-a83abba004e6,1973-11-05,,999-23-2883,S99960155,X23715580X,Ms.,Pamala798,Collier206,,,S,white,nonhispanic,F,Randolph  Massachusetts  US,746 Fritsch Street Unit 6,Duxbury,Massachusetts,Plymouth County,02332,42.00949015410059,-70.7479613887194,1171659.45,0.0
6901339a-1021-650a-3b5e-1916873e3d56,1989-03-08,,999-68-2273,S99959406,X33251825X,Mr.,Ronnie7,Pouros728,,,S,white,nonhispanic,M,Boston  Massachusetts  US,635 Will View Apt 97,Lynn,Massachusetts,Essex County,01907,42.513171119272265,-70.94215398760659,798416.0,0.0
bc5ce830-1c53-c855-f403-b0a5318051b7,1973-05-10,,999-67-4613,S99977211,X7584669X,Mr.,Ron353,Kutch271,,,M,white,nonhispanic,M,Watertown  Massachusetts  US,910 Champlin Parade Unit 40,Danvers,Massachusetts,Essex County,01923,42.618701648683995,-70.91324284265642,1196253.9699999997,0.0
5db1a1d5-2c71-be02-586d-238de2939c55,1965-10-31,,999-21-7750,S99913347,X22045965X,Mrs.,Nicolasa738,Jast432,,Fisher429,M,asian,nonhispanic,F,Wakefield  Massachusetts  US,366 Goldner Manor Unit 46,Malden,Massachusetts,Middlesex County,,42.47132460959229,-71.05855186360202,1261669.11,0.0
f970273f-214c-bb98-2b5d-fe62c95edd7a,2000-10-04,,999-17-3562,S99930835,X64157824X,Mr.,Timmy68,Lesch175,,,,white,nonhispanic,M,Andover  Massachusetts  US,892 Romaguera Ranch Unit 7,Framingham,Massachusetts,Middlesex County,,42.34636494493478,-71.43387067340197,504780.39999999997,0.0
9dbd9b1c-0bdc-019f-8f03-11b7e6a9c42c,1964-10-18,,999-90-3290,S99916741,X39112162X,Mr.,Erasmo545,Hegmann834,,,M,white,hispanic,M,Seekonk  Massachusetts  US,421 Cormier Bypass Unit 80,Merrimac,Massachusetts,Essex County,,42.83390294361246,-71.0437742315254,1321467.3599999996,0.0
ab2ecf9b-dbde-ac70-1752-12d637c4d93d,2013-07-16,,999-70-4452,,,,Rosetta750,Johnson679,,,,white,nonhispanic,F,Saugus  Massachusetts  US,537 Pouros Skyway Unit 54,Fitchburg,Massachusetts,Worcester County,01420,42.632014200246715,-71.78596344128603,188042.27,0.0
311f8468-f8bb-f923-5c34-36e31e037c7e,1968-07-04,,999-82-6011,S99918726,X46296445X,Mr.,Nelson403,Keebler762,,,M,white,nonhispanic,M,Ashland  Massachusetts  US,710 Lang Corner Unit 28,Clinton,Massachusetts,Worcester County,,42.40213462808759,-71.66121435005677,179029.16,0.0
3bdc93c5-d4a3-3468-dede-3c6c53c68bf0,1975-01-15,,999-67-2480,S99972003,X58631409X,Mrs.,Myung778,Collier206,,Bednar518,M,white,nonhispanic,F,Fairhaven  Massachusetts  US,509 Hackett Club,Waltham,Massachusetts,Middlesex County,02453,42.40739113895246,-71.22462235001858,1100290.96,0.0
04313822-15e0-e7b4-1990-69fe7273ba73,1998-11-21,,999-62-1522,S99940351,X44836926X,Ms.,Hoa730,Zulauf375,,,,white,nonhispanic,F,Randolph  Massachusetts  US,979 Schneider Landing,Haverhill,Massachusetts,Essex County,01832,42.781286009217254,-71.03961339571369,537538.24,833.4
ad3138fe-f104-a57b-e080-9a49e9bf843b,1964-06-14,,999-95-1518,S99972002,X70972889X,Mr.,Paul232,Ortiz186,,,S,asian,nonhispanic,M,Quincy  Massachusetts  US,615 Lueilwitz Corner Apt 30,Holbrook,Massachusetts,Norfolk County,02368,42.11929219066309,-71.04413113873683,2664272.8274999997,192550.16250000003
0c322b0a-b29d-7e8f-27eb-5c5160ec40f1,2006-10-12,,999-98-3282,,,,Rivka589,Frami345,,,,white,nonhispanic,F,Brockton  Massachusetts  US,330 Gusikowski Throughway Suite 43,Arlington,Massachusetts,Middlesex County,,42.419426929580126,-71.10764208732309,354071.88,1381.6799999999998
68255450-2b75-81f6-bcd2-cb1effbc8227,1971-10-10,,999-66-2679,S99962949,X74285645X,Ms.,Vivienne78,Bergstrom287,,,S,white,nonhispanic,F,Everett  Massachusetts  US,807 Reichert Gateway Suite 68,Mashpee,Massachusetts,Barnstable County,,41.5889895859167,-70.51997330577171,1178339.0799999998,0.0
e893d795-2523-0158-d5f1-4b96f4f7ba2d,1989-02-27,,999-53-2972,S99992540,X31221156X,Mr.,Matt836,Weissnat378,,,M,white,nonhispanic,M,Malden  Massachusetts  US,617 Graham Common,Southborough,Massachusetts,Worcester County,,42.2507751376848,-71.56374045702987,759716.0,0.0
797acd90-f007-c821-9d22-7aa45e75f57b,1992-03-16,,999-21-5318,S99936636,X6285818X,Mrs.,Ginette140,Skiles927,,Herzog843,M,white,nonhispanic,F,Marshfield  Massachusetts  US,360 Langosh Pathway Apt 80,Boston,Massachusetts,Suffolk County,02215,42.31663754877444,-71.03012897172901,82803.58399999997,7304.815999999998
8fbd3bd4-0328-77d5-22c1-c983c244c75a,2002-09-26,,999-66-6881,S99987252,,Mr.,Dante562,Schultz619,,,,white,nonhispanic,M,North Andover  Massachusetts  US,200 Jakubowski Estate Unit 62,Peabody,Massachusetts,Essex County,,42.48718172299377,-71.01849272788242,460891.76,0.0
e5311860-6e91-98ff-861a-6154f7c16a01,1991-01-28,,999-21-6924,S99994388,X66417650X,Mrs.,Joslyn677,Hirthe744,,Volkman526,M,white,nonhispanic,F,Easton  Massachusetts  US,742 Lesch Byway,Brockton,Massachusetts,Plymouth County,02301,42.03280217293208,-71.04230237028645,741926.6100000001,0.0
47518b02-d44b-01b1-249e-1a1fb50ecc54,1963-02-27,,999-63-6530,S99983040,X34376407X,Mrs.,Janis361,Kulas532,,Jast432,M,black,nonhispanic,F,Dracut  Massachusetts  US,526 Schoen Esplanade Suite 25,Southbridge,Massachusetts,Worcester County,,42.03577571957628,-72.01801493390296,1379006.7199999993,0.0
29cad832-5da1-26b7-5a7c-e868ae13e279,1997-03-15,,999-21-1331,S99947160,X20494455X,Ms.,Jacque955,Fisher429,,,,white,nonhispanic,F,Waltham  Massachusetts  US,558 Tromp Gateway,Fitchburg,Massachusetts,Worcester County,,42.622596453584066,-71.77646095760872,584471.64,0.0
2cae6b89-c1af-6d9a-54e8-b8a8291a59a4,1993-08-01,,999-26-4966,S99998081,X22968399X,Mr.,Colin861,Ruecker817,,,S,white,nonhispanic,M,Holyoke  Massachusetts  US,405 Hammes Throughway,West Springfield,Massachusetts,Hampden County,,42.149512577596155,-72.62679023860824,595519.76,0.0
1f7c04da-c33b-ca01-fb28-a86eaa8421ac,1978-04-10,,999-61-1019,S99924903,X25409716X,Ms.,Teresa94,Sipes176,,,S,white,nonhispanic,F,Lynn  Massachusetts  US,631 Aufderhar Frontage road,Leominster,Massachusetts,Worcester County,,42.47999170184617,-71.80352798646551,974313.68,0.0
43d05b0a-9d4d-3929-a62c-36e5041dc5d0,1979-12-13,,999-85-6735,S99951109,X67067275X,Mr.,Lauren941,Fadel536,,,M,white,nonhispanic,M,Hopkinton  Massachusetts  US,643 Stroman Route,Beverly,Massachusetts,Essex County,,42.50675595512088,-70.80229896939753,127238.14799999996,8324.811999999998
9361ee80-020d-a2d5-617a-4081d1879baf,2014-09-21,,999-23-9841,,,,Milo271,Price929,,,,black,nonhispanic,M,Plymouth  Massachusetts  US,345 Fisher Way,Haverhill,Massachusetts,Essex County,01830,42.73976036019284,-71.04256022566952,175243.34,131.21999999999994
b27eb775-b41e-1fbb-9c0c-b52eb7b3fb68,1957-08-04,,999-28-6722,S99930180,X62771413X,Mr.,Chuck784,Nikolaus26,,,M,white,nonhispanic,M,Boston  Massachusetts  US,1041 Bode Landing,Hamilton,Massachusetts,Essex County,,42.582116420580874,-70.84745060130052,1503074.0799999991,0.0
15925718-f802-69cc-edcd-2c85cfa705a0,1959-07-02,,999-66-8583,S99992090,X43609318X,Mrs.,Vanessa263,Toy286,JD,Bauch723,M,white,nonhispanic,F,Peabody  Massachusetts  US,980 Keebler Estate,Lowell,Massachusetts,Middlesex County,,42.650779536481565,-71.34495925369261,1463515.759999999,0.0
c1714d29-1b46-fd2a-e030-da673d1ddcb8,2013-06-13,,999-21-4815,,,,Elois418,Lueilwitz711,,,,white,nonhispanic,F,Easton  Massachusetts  US,630 Kassulke Passage,Ludlow,Massachusetts,Hampden County,,42.14311950159899,-72.45396163011664,202107.69999999998,206.21999999999997
17750090-3650-b618-9f01-881e0d0cbe34,1964-04-27,,999-64-9058,S99988845,X78365513X,Mr.,Norman647,Stroman228,,,M,white,nonhispanic,M,Turin  Piedmont  IT,133 Zboncak Dale Apt 35,Sturbridge,Massachusetts,Worcester County,,42.08534002985375,-72.0581409810021,1349737.0399999993,0.0
8e9464a5-c8f9-1bdb-7aa4-32f6a858afbe,1982-12-21,,999-17-8695,S99947156,X23141025X,Mr.,German382,Dietrich576,,,M,white,nonhispanic,M,Norfolk  Massachusetts  US,743 Klein Vale Unit 28,Malden,Massachusetts,Middlesex County,02155,42.46974240392205,-71.03776097421627,930833.8000000002,0.0
21dc1779-9027-1b7f-1a10-e44edf08313b,2019-10-26,,999-49-9923,,,,Zoraida650,Bartell116,,,,white,nonhispanic,F,Hanover  Massachusetts  US,191 Wunsch Approach Suite 34,Arlington,Massachusetts,Middlesex County,02474,42.43876457224572,-71.12969853123022,43114.159999999996,151.07999999999996
f64f4787-4c83-d750-09ed-a66787ed9270,2013-06-06,,999-74-3830,,,,Cierra898,Buckridge80,,,,white,nonhispanic,F,Boston  Massachusetts  US,622 Wilkinson Rest Apt 78,Quincy,Massachusetts,Norfolk County,02186,42.29961306255466,-71.02206989038623,196957.69999999998,56.21999999999992
3a881562-9c93-492f-d4a5-f91aaa44dc3c,2001-05-09,,999-27-2176,S99912732,X55153521X,Mr.,Raymon366,Farrell962,,,,asian,nonhispanic,M,Delhi  Delhi  IN,252 Koss Landing Unit 56,Hadley,Massachusetts,Hampshire County,,42.32598994161718,-72.55781435140484,474546.99999999994,833.4
a3ca5a6f-7a43-b4cc-a0a6-368d06e4b7c9,1938-09-02,,999-33-3697,S99955494,X70018532X,Mr.,Rashad361,Nicolas769,,,S,white,nonhispanic,M,Weymouth  Massachusetts  US,1074 Bashirian Village Unit 67,Billerica,Massachusetts,Middlesex County,,42.52377842734715,-71.30596812954214,1982909.767999999,5001.991999999999
6790a04c-b852-ff2c-2d8c-d1d25f3f2b27,1963-06-09,,999-36-9971,S99917118,X48904921X,Mr.,Elwood28,Haley279,,,M,white,nonhispanic,M,Newton  Massachusetts  US,213 Morar Lane,Tewksbury,Massachusetts,Middlesex County,,42.58850711807239,-71.2670116277738,1385437.0399999993,0.0
a0b6767a-392d-35c2-e542-1ee904732f7f,1924-01-21,,999-66-6354,S99955510,X61900107X,Mrs.,Patrice780,Reynolds644,,Gaylord332,M,white,nonhispanic,F,Fall River  Massachusetts  US,775 Keeling Rapid Unit 65,Falmouth,Massachusetts,Barnstable County,02540,41.55393454952705,-70.66273025221163,2238805.113999999,8199.496000000001
4dec434b-db0c-ae93-74e8-7fd1e192f1be,1972-03-02,,999-97-4671,S99959331,X30689755X,Mrs.,Dori98,Kiehn525,,Marquardt819,M,white,nonhispanic,F,Weymouth  Massachusetts  US,688 Pouros Arcade,Upton,Massachusetts,Worcester County,,42.16216252019313,-71.56230142880342,1145979.6,0.0
4ccefeef-d6b1-34de-1344-f1fcf178c00f,1974-02-18,,999-94-1009,S99957890,X69729813X,Mr.,Alphonse92,Mertz280,,,M,black,nonhispanic,M,Lowell  Massachusetts  US,554 Gibson Lane Suite 19,Boxford,Massachusetts,Essex County,,42.65946191123398,-71.03083704041453,1115590.96,0.0
e981df05-0946-7321-ff1b-3f39f96cd6d7,1966-06-28,,999-24-2468,S99968375,X32724289X,Mr.,Jarrett354,Torphy630,,,M,white,hispanic,M,Springfield  Massachusetts  US,662 Graham Ranch Suite 97,Boston,Massachusetts,Suffolk County,02130,42.32219978805207,-71.06310578866317,1295127.9999999995,0.0
8b80bb09-867d-dc82-f12e-33ce54053d35,1969-10-14,,999-46-5055,S99930587,X46267993X,Mrs.,Deb577,Strosin214,,Schultz619,M,white,nonhispanic,F,Franklin  Massachusetts  US,213 Ullrich Pathway,Walpole,Massachusetts,Norfolk County,,42.183783314630354,-71.23983882486877,1212759.48,0.0
96a44543-1a85-7788-0190-86d572f9abf8,1973-09-05,,999-13-9648,S99935521,X87168232X,Mr.,Mitchell808,Sanford861,,,M,white,nonhispanic,M,Northfield  Massachusetts  US,239 Rosenbaum Manor,Norwood,Massachusetts,Norfolk County,02090,42.215729668722744,-71.23878848460916,1134250.44,0.0
c584c895-b434-7f08-5a6b-f54234ce996a,2006-06-29,,999-45-9720,,,,Lashaunda155,Quitzon246,,,,other,nonhispanic,F,Boston  Massachusetts  US,263 Rippin Divide Apt 92,Gardner,Massachusetts,Worcester County,,42.5606534368624,-72.00933151266061,367213.04,0.0
366f00bf-d9a8-df6f-f6ef-7b41527d185d,1994-08-12,,999-90-9653,S99937271,X19861098X,Mr.,Jerrold404,Bayer639,,,,hawaiian,nonhispanic,M,Burlington  Massachusetts  US,421 Herman Parade,Wellesley,Massachusetts,Norfolk County,02481,42.2588603380078,-71.33308127157332,634741.3200000001,0.0
15de9309-6631-9b7e-d2fc-1b6c29ad36ea,1998-11-29,,999-11-9561,S99977159,X59438221X,Ms.,Kyong970,Hackett68,,,,white,nonhispanic,F,South Hadley  Massachusetts  US,348 Schuppe Course,Norwood,Massachusetts,Norfolk County,02090,42.189467922509074,-71.2179137398562,550771.64,0.0
5539bc28-dffd-dd8c-aa27-fc49574051c6,1983-07-17,,999-42-3530,S99916701,X84918222X,Mr.,Felton646,Bauch723,,,M,white,nonhispanic,M,Sandwich  Massachusetts  US,369 Ziemann Alley,Fitchburg,Massachusetts,Worcester County,01420,42.57760316513353,-71.82858394454017,891733.8000000002,0.0
5096cb09-0072-e749-cc26-aaae492b0b6d,2014-02-20,,999-56-2215,,,,Pat3,Dicki44,,,,other,nonhispanic,M,Marblehead  Massachusetts  US,111 Zboncak Light,Norwell,Massachusetts,Plymouth County,,42.20218737293686,-70.79807979410712,171793.05,2051.19
178a24b3-c916-4223-370b-8db38f44fdd8,1986-03-31,,999-64-4864,S99916802,X3107366X,Mr.,Nathaniel596,Reichel38,,,M,white,nonhispanic,M,Attleboro  Massachusetts  US,484 Larkin Parade,Smith Mills,Massachusetts,Bristol County,,41.598400162618276,-71.04386235908936,10304.640000000007,0.0
837fdece-3e60-71f0-7e88-ae8e24b55cb6,1982-11-21,,999-74-6968,S99964828,X74839137X,Mrs.,Jose871,Hilll811,,Hettinger594,M,white,hispanic,F,Boston  Massachusetts  US,530 Ondricka Mill,Fairhaven,Massachusetts,Bristol County,,41.648209838529496,-70.91404991081274,938733.8000000002,0.0
e75a3c9f-87b8-4830-9c71-e7ae68d44576,1969-12-06,,999-38-3538,S99952576,X80952447X,Mrs.,Guadalupe206,Fajardo595,,Rascón630,M,white,hispanic,F,Port-au-Prince  Haiti  HT,517 Welch Alley,Lynn,Massachusetts,Essex County,01902,42.44161798378748,-70.9688905597619,1227299.9999999998,0.0
6de43557-e3ea-0eb4-7648-75cd2fdd8044,1981-06-01,,999-81-1064,S99995098,X89261501X,Mr.,Antone63,Beier427,,,M,white,nonhispanic,M,Frankfurt  Hesse  DE,266 Murazik Crossing,Sutton,Massachusetts,Worcester County,,42.16545366725245,-71.7929741368127,930803.4800000001,0.0
a4b88e48-7a8c-cfab-9970-50f32fb95392,1989-12-06,,999-20-3173,S99919188,X55749116X,Mrs.,Syble581,Lueilwitz711,,Ratke343,M,white,nonhispanic,F,Rehoboth  Massachusetts  US,956 Kessler Junction Suite 84,South Amherst,Massachusetts,Hampshire County,,42.28960298295216,-72.48621758639185,757516.0,0.0
d510b8f3-09b3-d689-07eb-6e154f93f5d8,2017-01-01,,999-67-6077,,,,Dustin31,Koelpin146,,,,white,nonhispanic,M,Lawrence  Massachusetts  US,668 Gaylord Estate,Springfield,Massachusetts,Hampden County,01013,42.18359880280917,-72.55121420717556,110041.9,131.21999999999994
793d454b-2707-8dac-216f-f6911c8c2a76,1963-07-03,,999-49-7681,S99916398,X4450047X,Mrs.,Cindy893,Koch169,,Mayert710,M,white,nonhispanic,F,Boxford  Massachusetts  US,704 Mayer Common,Carver,Massachusetts,Plymouth County,,41.84044287474711,-70.73591175360284,1379637.0399999993,0.0
797239b3-f27a-5568-0a93-4dd56aa396ed,1991-10-09,,999-22-4760,S99999995,X576216X,Mrs.,Desire394,Brekke496,,Block661,M,white,nonhispanic,F,Lynn  Massachusetts  US,381 Cole Neck Unit 69,Springfield,Massachusetts,Hampden County,01118,42.140520811715156,-72.54565342768704,610267.88,0.0
71f81fa8-9405-a01f-1466-d3cb8956be70,1979-11-24,,999-34-6770,S99965579,X27814648X,Mr.,Michale231,Hessel84,,,M,white,nonhispanic,M,Gloucester  Massachusetts  US,135 Medhurst Camp,Dracut,Massachusetts,Middlesex County,,42.706583338849484,-71.30880183696203,966862.9600000001,0.0
09a162bd-3ecb-187a-f820-f09f62711220,1982-08-22,,999-70-1636,S99942527,X29704943X,Mrs.,Myrtis608,Wolff180,MD,Hagenes547,M,asian,nonhispanic,F,Macau  Macao Special Administrative Region of the People's Republic of China  CN,490 Weber Pathway Unit 59,Boston,Massachusetts,Suffolk County,02115,42.342241832870904,-71.07322358451704,907876.05,517.23
9f531b4a-7fb7-88c5-1db3-cc2187071ca9,2010-03-26,,999-97-8767,,,,Del587,Mueller846,,,,asian,nonhispanic,M,Ludlow  Massachusetts  US,717 Weissnat Crossroad,Marlborough,Massachusetts,Middlesex County,01752,42.35439359473078,-71.52141649442741,287938.3,206.21999999999997
a3f402e3-09b7-2d1b-83b1-f185a351f502,2008-05-30,,999-49-5960,,,,Annemarie794,O'Conner199,,,,white,nonhispanic,F,Chelsea  Massachusetts  US,582 Hettinger Extension,Easton,Massachusetts,Bristol County,,42.04203720055732,-71.14257958910663,317733.7,131.21999999999994
0bc05f47-94b0-1809-0f5a-9870307bba83,2006-11-12,,999-11-1685,,,,Ramiro608,Hahn503,,,,white,nonhispanic,M,Abington  Massachusetts  US,194 Gutmann Ranch Suite 53,Hingham,Massachusetts,Plymouth County,02043,42.22637974976082,-70.90201626101309,344999.39,454.16999999999996
ce9ab513-a3c8-011e-f2dd-9ad7819361fa,1955-01-05,,999-32-1990,S99962685,X65595969X,Mrs.,Soledad678,Roldán470,,Ornelas92,M,white,hispanic,F,Wesley  Saint Andrew Parish  DM,940 Brown Heights,Monson,Massachusetts,Hampden County,,42.105462369382366,-72.29159911785132,1553885.279999999,738.3600000000001
